customer,months,year,Gross_sales_Amount
"Atliq Exclusive",March,2019,56.41
"Atliq Exclusive",March,2019,572.38
"Atliq Exclusive",March,2019,594.78
"Atliq Exclusive",March,2019,626.59
"Atliq Exclusive",March,2019,676.93
"Atliq Exclusive",March,2019,190.79
"Atliq Exclusive",March,2019,198.26
"Atliq Exclusive",March,2019,208.86
"Atliq Exclusive",March,2019,225.64
"Atliq Exclusive",March,2019,1550.20
"Atliq Exclusive",March,2019,1610.85
"Atliq Exclusive",March,2019,1697.03
"Atliq Exclusive",March,2019,1833.36
"Atliq Exclusive",March,2019,672.05
"Atliq Exclusive",March,2019,734.94
"Atliq Exclusive",March,2019,801.92
"Atliq Exclusive",March,2019,851.70
"Atliq Exclusive",March,2019,547.59
"Atliq Exclusive",March,2019,598.84
"Atliq Exclusive",March,2019,653.42
"Atliq Exclusive",March,2019,693.98
"Atliq Exclusive",March,2019,448.03
"Atliq Exclusive",March,2019,489.96
"Atliq Exclusive",March,2019,534.61
"Atliq Exclusive",March,2019,567.80
"Atliq Exclusive",March,2019,472.92
"Atliq Exclusive",March,2019,517.18
"Atliq Exclusive",March,2019,564.32
"Atliq Exclusive",March,2019,599.35
"Atliq Exclusive",March,2019,124.45
"Atliq Exclusive",March,2019,136.10
"Atliq Exclusive",March,2019,148.50
"Atliq Exclusive",March,2019,157.72
"Atliq Exclusive",March,2019,149.34
"Atliq Exclusive",March,2019,163.32
"Atliq Exclusive",March,2019,178.20
"Atliq Exclusive",March,2019,189.27
"Atliq Exclusive",March,2019,373.36
"Atliq Exclusive",March,2019,408.30
"Atliq Exclusive",March,2019,445.51
"Atliq Exclusive",March,2019,473.17
"Atliq Exclusive",March,2019,99.56
"Atliq Exclusive",March,2019,108.88
"Atliq Exclusive",March,2019,118.80
"Atliq Exclusive",March,2019,126.18
"Atliq Exclusive",March,2019,1344.09
"Atliq Exclusive",March,2019,1469.89
"Atliq Exclusive",March,2019,1603.84
"Atliq Exclusive",March,2019,1703.41
"Atliq Exclusive",March,2019,298.69
"Atliq Exclusive",March,2019,326.64
"Atliq Exclusive",March,2019,356.41
"Atliq Exclusive",March,2019,378.54
"Atliq Exclusive",March,2019,1219.64
"Atliq Exclusive",March,2019,1333.78
"Atliq Exclusive",March,2019,1455.34
"Atliq Exclusive",March,2019,1545.69
"Atliq Exclusive",March,2019,598.53
"Atliq Exclusive",March,2019,688.46
"Atliq Exclusive",March,2019,812.34
"Atliq Exclusive",March,2019,880.01
"Atliq Exclusive",March,2019,713.63
"Atliq Exclusive",March,2019,820.86
"Atliq Exclusive",March,2019,968.56
"Atliq Exclusive",March,2019,1049.24
"Atliq Exclusive",March,2019,644.57
"Atliq Exclusive",March,2019,741.42
"Atliq Exclusive",March,2019,874.83
"Atliq Exclusive",March,2019,947.70
"Atliq Exclusive",March,2019,483.42
"Atliq Exclusive",March,2019,556.07
"Atliq Exclusive",March,2019,656.12
"Atliq Exclusive",March,2019,710.78
"Atliq Exclusive",March,2019,23.02
"Atliq Exclusive",March,2019,26.48
"Atliq Exclusive",March,2019,31.24
"Atliq Exclusive",March,2019,33.85
"Atliq Exclusive",March,2019,138.12
"Atliq Exclusive",March,2019,158.88
"Atliq Exclusive",March,2019,187.46
"Atliq Exclusive",March,2019,203.08
"Atliq Exclusive",March,2019,230.20
"Atliq Exclusive",March,2019,264.79
"Atliq Exclusive",March,2019,312.44
"Atliq Exclusive",March,2019,338.47
"Atliq Exclusive",March,2019,69.06
"Atliq Exclusive",March,2019,79.44
"Atliq Exclusive",March,2019,93.73
"Atliq Exclusive",March,2019,101.54
"Atliq Exclusive",March,2019,1081.95
"Atliq Exclusive",March,2019,1244.53
"Atliq Exclusive",March,2019,1468.46
"Atliq Exclusive",March,2019,1590.79
"Atliq Exclusive",March,2019,276.24
"Atliq Exclusive",March,2019,317.75
"Atliq Exclusive",March,2019,374.93
"Atliq Exclusive",March,2019,406.16
"Atliq Exclusive",March,2019,2163.90
"Atliq Exclusive",March,2019,2489.06
"Atliq Exclusive",March,2019,2936.93
"Atliq Exclusive",March,2019,3181.57
"Atliq Exclusive",March,2019,2243.96
"Atliq Exclusive",March,2019,2306.33
"Atliq Exclusive",March,2019,2725.19
"Atliq Exclusive",March,2019,2929.06
"Atliq Exclusive",March,2019,641.13
"Atliq Exclusive",March,2019,658.95
"Atliq Exclusive",March,2019,778.62
"Atliq Exclusive",March,2019,836.88
"Atliq Exclusive",March,2019,587.70
"Atliq Exclusive",March,2019,604.04
"Atliq Exclusive",March,2019,713.74
"Atliq Exclusive",March,2019,767.14
"Atliq Exclusive",March,2019,908.27
"Atliq Exclusive",March,2019,933.51
"Atliq Exclusive",March,2019,1103.05
"Atliq Exclusive",March,2019,1185.57
"Atliq Exclusive",March,2019,80.14
"Atliq Exclusive",March,2019,82.37
"Atliq Exclusive",March,2019,97.33
"Atliq Exclusive",March,2019,104.61
"Atliq Exclusive",March,2019,213.71
"Atliq Exclusive",March,2019,219.65
"Atliq Exclusive",March,2019,259.54
"Atliq Exclusive",March,2019,278.96
"Atliq Exclusive",March,2019,240.42
"Atliq Exclusive",March,2019,247.11
"Atliq Exclusive",March,2019,291.98
"Atliq Exclusive",March,2019,313.83
"Atliq Exclusive",March,2019,106.86
"Atliq Exclusive",March,2019,109.83
"Atliq Exclusive",March,2019,129.77
"Atliq Exclusive",March,2019,139.48
"Atliq Exclusive",March,2019,1148.69
"Atliq Exclusive",March,2019,1180.62
"Atliq Exclusive",March,2019,1395.04
"Atliq Exclusive",March,2019,1499.40
"Atliq Exclusive",March,2019,133.57
"Atliq Exclusive",March,2019,137.28
"Atliq Exclusive",March,2019,162.21
"Atliq Exclusive",March,2019,174.35
"Atliq Exclusive",March,2019,267.14
"Atliq Exclusive",March,2019,274.56
"Atliq Exclusive",March,2019,324.43
"Atliq Exclusive",March,2019,348.70
"Atliq Exclusive",March,2019,728.12
"Atliq Exclusive",March,2019,803.32
"Atliq Exclusive",March,2019,825.70
"Atliq Exclusive",March,2019,937.77
"Atliq Exclusive",March,2019,512.38
"Atliq Exclusive",March,2019,565.30
"Atliq Exclusive",March,2019,581.05
"Atliq Exclusive",March,2019,659.91
"Atliq Exclusive",March,2019,809.03
"Atliq Exclusive",March,2019,892.58
"Atliq Exclusive",March,2019,917.45
"Atliq Exclusive",March,2019,1041.97
"Atliq Exclusive",March,2019,647.22
"Atliq Exclusive",March,2019,714.06
"Atliq Exclusive",March,2019,733.96
"Atliq Exclusive",March,2019,833.57
"Atliq Exclusive",March,2019,215.74
"Atliq Exclusive",March,2019,238.02
"Atliq Exclusive",March,2019,244.65
"Atliq Exclusive",March,2019,277.86
"Atliq Exclusive",March,2019,377.55
"Atliq Exclusive",March,2019,416.54
"Atliq Exclusive",March,2019,428.14
"Atliq Exclusive",March,2019,486.25
"Atliq Exclusive",March,2019,80.90
"Atliq Exclusive",March,2019,89.26
"Atliq Exclusive",March,2019,91.74
"Atliq Exclusive",March,2019,104.20
"Atliq Exclusive",March,2019,26.97
"Atliq Exclusive",March,2019,29.75
"Atliq Exclusive",March,2019,30.58
"Atliq Exclusive",March,2019,34.73
"Atliq Exclusive",March,2019,539.35
"Atliq Exclusive",March,2019,595.05
"Atliq Exclusive",March,2019,611.63
"Atliq Exclusive",March,2019,694.64
"Atliq Exclusive",March,2019,80.90
"Atliq Exclusive",March,2019,89.26
"Atliq Exclusive",March,2019,91.74
"Atliq Exclusive",March,2019,104.20
"Atliq Exclusive",March,2019,350.58
"Atliq Exclusive",March,2019,386.78
"Atliq Exclusive",March,2019,397.56
"Atliq Exclusive",March,2019,451.52
"Atliq Exclusive",March,2019,774.55
"Atliq Exclusive",March,2019,759.52
"Atliq Exclusive",March,2019,848.17
"Atliq Exclusive",March,2019,888.83
"Atliq Exclusive",March,2019,2226.82
"Atliq Exclusive",March,2019,2183.63
"Atliq Exclusive",March,2019,2438.48
"Atliq Exclusive",March,2019,2555.38
"Atliq Exclusive",March,2019,1549.09
"Atliq Exclusive",March,2019,1519.05
"Atliq Exclusive",March,2019,1696.34
"Atliq Exclusive",March,2019,1777.66
"Atliq Exclusive",March,2019,2033.19
"Atliq Exclusive",March,2019,1993.75
"Atliq Exclusive",March,2019,2226.44
"Atliq Exclusive",March,2019,2333.18
"Atliq Exclusive",March,2019,387.27
"Atliq Exclusive",March,2019,379.76
"Atliq Exclusive",March,2019,424.08
"Atliq Exclusive",March,2019,444.41
"Atliq Exclusive",March,2019,871.37
"Atliq Exclusive",March,2019,854.46
"Atliq Exclusive",March,2019,954.19
"Atliq Exclusive",March,2019,999.93
"Atliq Exclusive",March,2019,871.37
"Atliq Exclusive",March,2019,854.46
"Atliq Exclusive",March,2019,954.19
"Atliq Exclusive",March,2019,999.93
"Atliq Exclusive",March,2019,193.64
"Atliq Exclusive",March,2019,189.88
"Atliq Exclusive",March,2019,212.04
"Atliq Exclusive",March,2019,222.21
"Atliq Exclusive",March,2019,2517.28
"Atliq Exclusive",March,2019,2468.45
"Atliq Exclusive",March,2019,2756.55
"Atliq Exclusive",March,2019,2888.69
"Atliq Exclusive",March,2019,580.91
"Atliq Exclusive",March,2019,569.64
"Atliq Exclusive",March,2019,636.13
"Atliq Exclusive",March,2019,666.62
"Atliq Exclusive",March,2019,1549.09
"Atliq Exclusive",March,2019,1519.05
"Atliq Exclusive",March,2019,1696.34
"Atliq Exclusive",March,2019,1777.66
"Atliq Exclusive",March,2019,5979.48
"Atliq Exclusive",March,2019,5603.70
"Atliq Exclusive",March,2019,6443.26
"Atliq Exclusive",March,2019,6791.38
"Atliq Exclusive",March,2019,1956.92
"Atliq Exclusive",March,2019,1833.94
"Atliq Exclusive",March,2019,2108.70
"Atliq Exclusive",March,2019,2222.63
"Atliq Exclusive",March,2019,543.59
"Atliq Exclusive",March,2019,509.43
"Atliq Exclusive",March,2019,585.75
"Atliq Exclusive",March,2019,617.40
"Atliq Exclusive",March,2019,1195.90
"Atliq Exclusive",March,2019,1120.74
"Atliq Exclusive",March,2019,1288.65
"Atliq Exclusive",March,2019,1358.28
"Atliq Exclusive",March,2019,543.59
"Atliq Exclusive",March,2019,509.43
"Atliq Exclusive",March,2019,585.75
"Atliq Exclusive",March,2019,617.40
"Atliq Exclusive",March,2019,1522.05
"Atliq Exclusive",March,2019,1426.40
"Atliq Exclusive",March,2019,1640.10
"Atliq Exclusive",March,2019,1728.72
"Atliq Exclusive",March,2019,326.15
"Atliq Exclusive",March,2019,305.66
"Atliq Exclusive",March,2019,351.45
"Atliq Exclusive",March,2019,370.44
"Atliq Exclusive",March,2019,2609.23
"Atliq Exclusive",March,2019,2445.25
"Atliq Exclusive",March,2019,2811.60
"Atliq Exclusive",March,2019,2963.51
"Atliq Exclusive",March,2019,1413.33
"Atliq Exclusive",March,2019,1324.51
"Atliq Exclusive",March,2019,1522.95
"Atliq Exclusive",March,2019,1605.24
"Atliq Exclusive",March,2019,1848.20
"Atliq Exclusive",March,2019,1732.05
"Atliq Exclusive",March,2019,1991.55
"Atliq Exclusive",March,2019,2099.15
"Atliq Exclusive",March,2019,2839.48
"Atliq Exclusive",March,2019,2988.58
"Atliq Exclusive",March,2019,3132.84
"Atliq Exclusive",March,2019,3346.15
"Atliq Exclusive",March,2019,1577.49
"Atliq Exclusive",March,2019,1660.32
"Atliq Exclusive",March,2019,1740.47
"Atliq Exclusive",March,2019,1858.97
"Atliq Exclusive",March,2019,1892.99
"Atliq Exclusive",March,2019,1992.39
"Atliq Exclusive",March,2019,2088.56
"Atliq Exclusive",March,2019,2230.77
"Atliq Exclusive",March,2019,1998.16
"Atliq Exclusive",March,2019,2103.07
"Atliq Exclusive",March,2019,2204.59
"Atliq Exclusive",March,2019,2354.70
"Atliq Exclusive",March,2019,210.33
"Atliq Exclusive",March,2019,221.38
"Atliq Exclusive",March,2019,232.06
"Atliq Exclusive",March,2019,247.86
"Atliq Exclusive",March,2019,1051.66
"Atliq Exclusive",March,2019,1106.88
"Atliq Exclusive",March,2019,1160.31
"Atliq Exclusive",March,2019,1239.32
"Atliq Exclusive",March,2019,841.33
"Atliq Exclusive",March,2019,885.50
"Atliq Exclusive",March,2019,928.25
"Atliq Exclusive",March,2019,991.45
"Atliq Exclusive",March,2019,105.17
"Atliq Exclusive",March,2019,110.69
"Atliq Exclusive",March,2019,116.03
"Atliq Exclusive",March,2019,123.93
"Atliq Exclusive",March,2019,525.83
"Atliq Exclusive",March,2019,553.44
"Atliq Exclusive",March,2019,580.16
"Atliq Exclusive",March,2019,619.66
"Atliq Exclusive",March,2019,1682.66
"Atliq Exclusive",March,2019,1771.01
"Atliq Exclusive",March,2019,1856.50
"Atliq Exclusive",March,2019,1982.90
"Atliq Exclusive",March,2019,1892.99
"Atliq Exclusive",March,2019,1992.39
"Atliq Exclusive",March,2019,2088.56
"Atliq Exclusive",March,2019,2230.77
"Atliq Exclusive",March,2019,1230.94
"Atliq Exclusive",March,2019,1145.50
"Atliq Exclusive",March,2019,1341.25
"Atliq Exclusive",March,2019,1366.90
"Atliq Exclusive",March,2019,1571.81
"Atliq Exclusive",March,2019,1007.14
"Atliq Exclusive",March,2019,937.23
"Atliq Exclusive",March,2019,1097.39
"Atliq Exclusive",March,2019,1118.38
"Atliq Exclusive",March,2019,1286.02
"Atliq Exclusive",March,2019,1007.14
"Atliq Exclusive",March,2019,937.23
"Atliq Exclusive",March,2019,1097.39
"Atliq Exclusive",March,2019,1118.38
"Atliq Exclusive",March,2019,1286.02
"Atliq Exclusive",March,2019,559.52
"Atliq Exclusive",March,2019,520.68
"Atliq Exclusive",March,2019,609.66
"Atliq Exclusive",March,2019,621.32
"Atliq Exclusive",March,2019,714.46
"Atliq Exclusive",March,2019,559.52
"Atliq Exclusive",March,2019,520.68
"Atliq Exclusive",March,2019,609.66
"Atliq Exclusive",March,2019,621.32
"Atliq Exclusive",March,2019,714.46
"Atliq Exclusive",March,2019,783.33
"Atliq Exclusive",March,2019,728.96
"Atliq Exclusive",March,2019,853.52
"Atliq Exclusive",March,2019,869.85
"Atliq Exclusive",March,2019,1000.24
"Atliq Exclusive",March,2019,1007.14
"Atliq Exclusive",March,2019,937.23
"Atliq Exclusive",March,2019,1097.39
"Atliq Exclusive",March,2019,1118.38
"Atliq Exclusive",March,2019,1286.02
"Atliq Exclusive",March,2019,111.90
"Atliq Exclusive",March,2019,104.14
"Atliq Exclusive",March,2019,121.93
"Atliq Exclusive",March,2019,124.26
"Atliq Exclusive",March,2019,142.89
"Atliq Exclusive",March,2019,2014.27
"Atliq Exclusive",March,2019,1874.46
"Atliq Exclusive",March,2019,2194.78
"Atliq Exclusive",March,2019,2236.75
"Atliq Exclusive",March,2019,2572.05
"Atliq Exclusive",March,2019,335.71
"Atliq Exclusive",March,2019,312.41
"Atliq Exclusive",March,2019,365.80
"Atliq Exclusive",March,2019,372.79
"Atliq Exclusive",March,2019,428.67
"Atliq Exclusive",March,2019,2797.60
"Atliq Exclusive",March,2019,2603.42
"Atliq Exclusive",March,2019,3048.30
"Atliq Exclusive",March,2019,3106.60
"Atliq Exclusive",March,2019,3572.29
"Atliq Exclusive",March,2019,6727.09
"Atliq Exclusive",March,2019,6860.43
"Atliq Exclusive",March,2019,7275.17
"Atliq Exclusive",March,2019,7256.68
"Atliq Exclusive",March,2019,8278.44
"Atliq Exclusive",March,2019,1201.27
"Atliq Exclusive",March,2019,1225.08
"Atliq Exclusive",March,2019,1299.14
"Atliq Exclusive",March,2019,1295.84
"Atliq Exclusive",March,2019,1478.29
"Atliq Exclusive",March,2019,360.38
"Atliq Exclusive",March,2019,367.52
"Atliq Exclusive",March,2019,389.74
"Atliq Exclusive",March,2019,388.75
"Atliq Exclusive",March,2019,443.49
"Atliq Exclusive",March,2019,1321.39
"Atliq Exclusive",March,2019,1347.58
"Atliq Exclusive",March,2019,1429.05
"Atliq Exclusive",March,2019,1425.42
"Atliq Exclusive",March,2019,1626.12
"Atliq Exclusive",March,2019,240.25
"Atliq Exclusive",March,2019,245.02
"Atliq Exclusive",March,2019,259.83
"Atliq Exclusive",March,2019,259.17
"Atliq Exclusive",March,2019,295.66
"Atliq Exclusive",March,2019,600.63
"Atliq Exclusive",March,2019,612.54
"Atliq Exclusive",March,2019,649.57
"Atliq Exclusive",March,2019,647.92
"Atliq Exclusive",March,2019,739.15
"Atliq Exclusive",March,2019,1201.27
"Atliq Exclusive",March,2019,1225.08
"Atliq Exclusive",March,2019,1299.14
"Atliq Exclusive",March,2019,1295.84
"Atliq Exclusive",March,2019,1478.29
"Atliq Exclusive",March,2019,360.38
"Atliq Exclusive",March,2019,367.52
"Atliq Exclusive",March,2019,389.74
"Atliq Exclusive",March,2019,388.75
"Atliq Exclusive",March,2019,443.49
"Atliq Exclusive",March,2019,720.76
"Atliq Exclusive",March,2019,735.05
"Atliq Exclusive",March,2019,779.48
"Atliq Exclusive",March,2019,777.50
"Atliq Exclusive",March,2019,886.98
"Atliq Exclusive",March,2019,1321.39
"Atliq Exclusive",March,2019,1347.58
"Atliq Exclusive",March,2019,1429.05
"Atliq Exclusive",March,2019,1425.42
"Atliq Exclusive",March,2019,1626.12
"Atliq Exclusive",March,2019,2522.66
"Atliq Exclusive",March,2019,2572.66
"Atliq Exclusive",March,2019,2728.19
"Atliq Exclusive",March,2019,2721.26
"Atliq Exclusive",March,2019,3104.42
"Atliq Exclusive",March,2019,2110.30
"Atliq Exclusive",March,2019,2196.59
"Atliq Exclusive",March,2019,2194.05
"Atliq Exclusive",March,2019,2518.13
"Atliq Exclusive",March,2019,2638.30
"Atliq Exclusive",March,2019,2344.77
"Atliq Exclusive",March,2019,2440.66
"Atliq Exclusive",March,2019,2437.83
"Atliq Exclusive",March,2019,2797.92
"Atliq Exclusive",March,2019,2931.45
"Atliq Exclusive",March,2019,820.67
"Atliq Exclusive",March,2019,854.23
"Atliq Exclusive",March,2019,853.24
"Atliq Exclusive",March,2019,979.27
"Atliq Exclusive",March,2019,1026.01
"Atliq Exclusive",March,2019,1875.82
"Atliq Exclusive",March,2019,1952.53
"Atliq Exclusive",March,2019,1950.27
"Atliq Exclusive",March,2019,2238.34
"Atliq Exclusive",March,2019,2345.16
"Atliq Exclusive",March,2019,468.95
"Atliq Exclusive",March,2019,488.13
"Atliq Exclusive",March,2019,487.57
"Atliq Exclusive",March,2019,559.58
"Atliq Exclusive",March,2019,586.29
"Atliq Exclusive",March,2019,351.72
"Atliq Exclusive",March,2019,366.10
"Atliq Exclusive",March,2019,365.67
"Atliq Exclusive",March,2019,419.69
"Atliq Exclusive",March,2019,439.72
"Atliq Exclusive",March,2019,586.19
"Atliq Exclusive",March,2019,610.16
"Atliq Exclusive",March,2019,609.46
"Atliq Exclusive",March,2019,699.48
"Atliq Exclusive",March,2019,732.86
"Atliq Exclusive",March,2019,2696.49
"Atliq Exclusive",March,2019,2806.76
"Atliq Exclusive",March,2019,2803.51
"Atliq Exclusive",March,2019,3217.61
"Atliq Exclusive",March,2019,3371.16
"Atliq Exclusive",March,2019,1055.15
"Atliq Exclusive",March,2019,1098.30
"Atliq Exclusive",March,2019,1097.02
"Atliq Exclusive",March,2019,1259.07
"Atliq Exclusive",March,2019,1319.15
"Atliq Exclusive",March,2019,1641.34
"Atliq Exclusive",March,2019,1708.46
"Atliq Exclusive",March,2019,1706.48
"Atliq Exclusive",March,2019,1958.55
"Atliq Exclusive",March,2019,2052.01
"Atliq Exclusive",March,2019,7279.23
"Atliq Exclusive",March,2019,7238.22
"Atliq Exclusive",March,2019,7623.93
"Atliq Exclusive",March,2019,8005.25
"Atliq Exclusive",March,2019,8375.43
"Atliq Exclusive",March,2019,2220.78
"Atliq Exclusive",March,2019,2208.27
"Atliq Exclusive",March,2019,2325.94
"Atliq Exclusive",March,2019,2442.28
"Atliq Exclusive",March,2019,2555.22
"Atliq Exclusive",March,2019,740.26
"Atliq Exclusive",March,2019,736.09
"Atliq Exclusive",March,2019,775.31
"Atliq Exclusive",March,2019,814.09
"Atliq Exclusive",March,2019,851.74
"Atliq Exclusive",March,2019,493.51
"Atliq Exclusive",March,2019,490.73
"Atliq Exclusive",March,2019,516.88
"Atliq Exclusive",March,2019,542.73
"Atliq Exclusive",March,2019,567.83
"Atliq Exclusive",March,2019,246.75
"Atliq Exclusive",March,2019,245.36
"Atliq Exclusive",March,2019,258.44
"Atliq Exclusive",March,2019,271.36
"Atliq Exclusive",March,2019,283.91
"Atliq Exclusive",March,2019,740.26
"Atliq Exclusive",March,2019,736.09
"Atliq Exclusive",March,2019,775.31
"Atliq Exclusive",March,2019,814.09
"Atliq Exclusive",March,2019,851.74
"Atliq Exclusive",March,2019,863.64
"Atliq Exclusive",March,2019,858.77
"Atliq Exclusive",March,2019,904.53
"Atliq Exclusive",March,2019,949.78
"Atliq Exclusive",March,2019,993.70
"Atliq Exclusive",March,2019,370.13
"Atliq Exclusive",March,2019,368.05
"Atliq Exclusive",March,2019,387.66
"Atliq Exclusive",March,2019,407.05
"Atliq Exclusive",March,2019,425.87
"Atliq Exclusive",March,2019,1850.65
"Atliq Exclusive",March,2019,1840.23
"Atliq Exclusive",March,2019,1938.29
"Atliq Exclusive",March,2019,2035.23
"Atliq Exclusive",March,2019,2129.35
"Atliq Exclusive",March,2019,1110.39
"Atliq Exclusive",March,2019,1104.14
"Atliq Exclusive",March,2019,1162.97
"Atliq Exclusive",March,2019,1221.14
"Atliq Exclusive",March,2019,1277.61
"Atliq Exclusive",March,2019,3577.93
"Atliq Exclusive",March,2019,3557.77
"Atliq Exclusive",March,2019,3747.35
"Atliq Exclusive",March,2019,3934.78
"Atliq Exclusive",March,2019,4116.74
"Atliq Exclusive",March,2019,5375.04
"Atliq Exclusive",March,2019,6066.18
"Atliq Exclusive",March,2019,6386.49
"Atliq Exclusive",March,2019,6194.27
"Atliq Exclusive",March,2019,1710.24
"Atliq Exclusive",March,2019,1930.15
"Atliq Exclusive",March,2019,2032.06
"Atliq Exclusive",March,2019,1970.90
"Atliq Exclusive",March,2019,1954.56
"Atliq Exclusive",March,2019,2205.88
"Atliq Exclusive",March,2019,2322.36
"Atliq Exclusive",March,2019,2252.46
"Atliq Exclusive",March,2019,1221.60
"Atliq Exclusive",March,2019,1378.68
"Atliq Exclusive",March,2019,1451.47
"Atliq Exclusive",March,2019,1407.79
"Atliq Exclusive",March,2019,122.16
"Atliq Exclusive",March,2019,137.87
"Atliq Exclusive",March,2019,145.15
"Atliq Exclusive",March,2019,140.78
"Atliq Exclusive",March,2019,977.28
"Atliq Exclusive",March,2019,1102.94
"Atliq Exclusive",March,2019,1161.18
"Atliq Exclusive",March,2019,1126.23
"Atliq Exclusive",March,2019,610.80
"Atliq Exclusive",March,2019,689.34
"Atliq Exclusive",March,2019,725.74
"Atliq Exclusive",March,2019,703.89
"Atliq Exclusive",March,2019,366.48
"Atliq Exclusive",March,2019,413.60
"Atliq Exclusive",March,2019,435.44
"Atliq Exclusive",March,2019,422.34
"Atliq Exclusive",March,2019,732.96
"Atliq Exclusive",March,2019,827.21
"Atliq Exclusive",March,2019,870.88
"Atliq Exclusive",March,2019,844.67
"Atliq Exclusive",March,2019,1343.76
"Atliq Exclusive",March,2019,1516.55
"Atliq Exclusive",March,2019,1596.62
"Atliq Exclusive",March,2019,1548.57
"Atliq Exclusive",March,2019,4275.60
"Atliq Exclusive",March,2019,4825.37
"Atliq Exclusive",March,2019,5080.16
"Atliq Exclusive",March,2019,4927.26
"Atliq Exclusive",March,2019,5586.71
"Atliq Exclusive",March,2019,5783.47
"Atliq Exclusive",March,2019,5860.55
"Atliq Exclusive",March,2019,6186.92
"Atliq Exclusive",March,2019,953.83
"Atliq Exclusive",March,2019,987.42
"Atliq Exclusive",March,2019,1000.58
"Atliq Exclusive",March,2019,1056.30
"Atliq Exclusive",March,2019,1635.13
"Atliq Exclusive",March,2019,1692.72
"Atliq Exclusive",March,2019,1715.28
"Atliq Exclusive",March,2019,1810.81
"Atliq Exclusive",March,2019,2043.92
"Atliq Exclusive",March,2019,2115.90
"Atliq Exclusive",March,2019,2144.10
"Atliq Exclusive",March,2019,2263.51
"Atliq Exclusive",March,2019,408.78
"Atliq Exclusive",March,2019,423.18
"Atliq Exclusive",March,2019,428.82
"Atliq Exclusive",March,2019,452.70
"Atliq Exclusive",March,2019,1226.35
"Atliq Exclusive",March,2019,1269.54
"Atliq Exclusive",March,2019,1286.46
"Atliq Exclusive",March,2019,1358.10
"Atliq Exclusive",March,2019,817.57
"Atliq Exclusive",March,2019,846.36
"Atliq Exclusive",March,2019,857.64
"Atliq Exclusive",March,2019,905.40
"Atliq Exclusive",March,2019,272.52
"Atliq Exclusive",March,2019,282.12
"Atliq Exclusive",March,2019,285.88
"Atliq Exclusive",March,2019,301.80
"Atliq Exclusive",March,2019,4087.84
"Atliq Exclusive",March,2019,4231.81
"Atliq Exclusive",March,2019,4288.21
"Atliq Exclusive",March,2019,4527.02
"Atliq Exclusive",March,2019,1362.61
"Atliq Exclusive",March,2019,1410.60
"Atliq Exclusive",March,2019,1429.40
"Atliq Exclusive",March,2019,1509.01
"Atliq Exclusive",March,2019,1362.61
"Atliq Exclusive",March,2019,1410.60
"Atliq Exclusive",March,2019,1429.40
"Atliq Exclusive",March,2019,1509.01
"Atliq Exclusive",March,2019,156.46
"Atliq Exclusive",March,2019,134.89
"Atliq Exclusive",March,2019,166.84
"Atliq Exclusive",March,2019,176.84
"Atliq Exclusive",March,2019,34.77
"Atliq Exclusive",March,2019,29.98
"Atliq Exclusive",March,2019,37.08
"Atliq Exclusive",March,2019,39.30
"Atliq Exclusive",March,2019,34.77
"Atliq Exclusive",March,2019,29.98
"Atliq Exclusive",March,2019,37.08
"Atliq Exclusive",March,2019,39.30
"Atliq Exclusive",March,2019,17.38
"Atliq Exclusive",March,2019,14.99
"Atliq Exclusive",March,2019,18.54
"Atliq Exclusive",March,2019,19.65
"Atliq Exclusive",March,2019,17.38
"Atliq Exclusive",March,2019,14.99
"Atliq Exclusive",March,2019,18.54
"Atliq Exclusive",March,2019,19.65
"Atliq Exclusive",March,2019,34.77
"Atliq Exclusive",March,2019,29.98
"Atliq Exclusive",March,2019,37.08
"Atliq Exclusive",March,2019,39.30
"Atliq Exclusive",March,2019,34.77
"Atliq Exclusive",March,2019,29.98
"Atliq Exclusive",March,2019,37.08
"Atliq Exclusive",March,2019,39.30
"Atliq Exclusive",March,2019,17.38
"Atliq Exclusive",March,2019,14.99
"Atliq Exclusive",March,2019,18.54
"Atliq Exclusive",March,2019,19.65
"Atliq Exclusive",March,2019,34.77
"Atliq Exclusive",March,2019,29.98
"Atliq Exclusive",March,2019,37.08
"Atliq Exclusive",March,2019,39.30
"Atliq Exclusive",March,2019,104.30
"Atliq Exclusive",March,2019,89.93
"Atliq Exclusive",March,2019,111.23
"Atliq Exclusive",March,2019,117.89
"Atliq Exclusive",March,2019,147.01
"Atliq Exclusive",March,2019,146.01
"Atliq Exclusive",March,2019,160.71
"Atliq Exclusive",March,2019,184.17
"Atliq Exclusive",March,2019,16.33
"Atliq Exclusive",March,2019,16.22
"Atliq Exclusive",March,2019,17.86
"Atliq Exclusive",March,2019,20.46
"Atliq Exclusive",March,2019,16.33
"Atliq Exclusive",March,2019,16.22
"Atliq Exclusive",March,2019,17.86
"Atliq Exclusive",March,2019,20.46
"Atliq Exclusive",March,2019,16.33
"Atliq Exclusive",March,2019,16.22
"Atliq Exclusive",March,2019,17.86
"Atliq Exclusive",March,2019,20.46
"Atliq Exclusive",March,2019,49.00
"Atliq Exclusive",March,2019,48.67
"Atliq Exclusive",March,2019,53.57
"Atliq Exclusive",March,2019,61.39
"Atliq Exclusive",March,2019,32.67
"Atliq Exclusive",March,2019,32.45
"Atliq Exclusive",March,2019,35.71
"Atliq Exclusive",March,2019,40.93
"Atliq Exclusive",March,2019,16.33
